Liverpool,Manchester Utd,Arsenal,Sheffield Utd,Southampton,Bournemouth,Atlético Madrid,Sevilla,Granada,Osasuna,Athletic Club,Celta Vigo,Mallorca,Espanyol,Bayern Munich,Roma,Milan,Bologna,Cagliari,Torino,Genoa,RB Leipzig,Leverkusen,Frankfurt,Mainz 05,Cologne,Augsburg,Düsseldorf,Union Berlin,Rennes,Lille,Nice,Reims,Monaco,Brest,Dijon,Nîmes,Metz,Köln,Manchester City,Chelsea,Leicester City,Tottenham,Everton,Paris S-G,Brighton,Real Madrid,Real Sociedad,Getafe,Eibar,Alavés,Leganés,Juventus,Inter,Atalanta,Lazio,Napoli,Sampdoria,Brescia,SPAL,Udinese,Hoffenheim,Hertha BSC,Schalke,Paderborn 07,M'gladbach,Freiburg,Marseille,Lyon,Strasbourg,Bordeaux,Montpellier,Angers,Amiens,Newcastle Utd,Burnley,Crystal Palace,West Ham,Aston Villa,Barcelona,Valladolid,Levante,Toulouse,Fiorentina,Watford,Norwich City,Villarreal,Hellas Verona,Parma,Dortmund,Nantes,Lecce,Wolves,Valencia,Betis,Sassuolo,Wolfsburg,Werder Bremen,Saint-Étienne
xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:lightish red,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:water blue,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:light purple,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:golden yellow,xkcd:orange,xkcd:orange,xkcd:light green,xkcd:light green,xkcd:light green,xkcd:light green,xkcd:light green
